transaction_amount,transaction_hour,customer_age,customer_tenure_months,merchant_risk_level,transaction_velocity,transaction_type,device_type,location_type,payment_method,is_fraud
296.51,2,29,21,Low,2,E-commerce,Mobile,Domestic,UPI,1
939.75,19,52,82,Low,4,E-commerce,Mobile,Domestic,Wallet,0
1352.18,4,68,102,Low,5,E-commerce,Mobile,International,Card,1
434.28,2,60,91,Low,3,POS,Desktop,Domestic,UPI,1
1763.42,14,22,37,Low,2,In-App,Desktop,Domestic,UPI,0
222.66,5,55,49,Medium,4,E-commerce,Mobile,Domestic,Card,0
119.09,14,23,25,Medium,6,E-commerce,Tablet,Domestic,Card,1
1834.07,2,68,39,Low,4,POS,Desktop,International,Card,1
712.2,23,31,30,Low,1,E-commerce,Mobile,International,UPI,0
250.58,22,65,43,Medium,1,E-commerce,Mobile,International,Card,1
1378.74,0,29,78,Medium,5,E-commerce,Mobile,Domestic,Card,1
6166.9,1,67,98,Low,4,In-App,Mobile,Domestic,Card,1
3220.13,3,39,54,Low,5,E-commerce,Mobile,Domestic,UPI,0
4226.84,20,62,32,Medium,2,In-App,Tablet,Domestic,UPI,0
5137.63,13,69,95,Low,5,E-commerce,Mobile,Domestic,Card,1
8995.56,13,58,49,Low,6,POS,Mobile,Domestic,Card,1
3601.84,9,67,2,Medium,2,POS,Mobile,Domestic,Wallet,1
2343.84,10,21,47,Low,3,POS,Mobile,Domestic,UPI,0
1137.0,3,60,103,Low,2,E-commerce,Desktop,Domestic,Card,0
501.14,14,35,99,Low,1,E-commerce,Mobile,International,Card,0
2901.17,19,48,23,Medium,2,POS,Mobile,Domestic,Wallet,0
13220.91,3,52,6,Low,0,In-App,Desktop,Domestic,Wallet,1
1574.77,19,21,85,High,4,POS,Mobile,Domestic,UPI,0
3215.48,19,26,90,Low,2,In-App,Desktop,International,Card,1
1708.45,15,62,94,Medium,6,E-commerce,Mobile,Domestic,UPI,0
1413.79,1,32,41,Low,0,POS,Desktop,Domestic,Card,0
1320.38,12,59,42,Medium,5,POS,Mobile,Domestic,Card,0
1756.1,7,38,117,Low,4,POS,Desktop,Domestic,UPI,1
1142.8,12,49,94,Low,2,E-commerce,Mobile,International,UPI,0
3453.5,19,26,53,Medium,0,POS,Mobile,Domestic,UPI,1
5184.09,20,65,72,Medium,4,E-commerce,Mobile,International,UPI,1
5361.5,7,49,39,Low,2,In-App,Desktop,Domestic,Wallet,0
645.95,3,33,97,Medium,3,E-commerce,Mobile,Domestic,Wallet,1
5656.23,4,62,10,Medium,3,POS,Mobile,Domestic,Wallet,0
1044.67,20,22,82,Low,4,E-commerce,Mobile,Domestic,Card,1
925.15,5,59,112,High,3,In-App,Mobile,Domestic,Wallet,0
3243.48,22,48,100,Low,3,E-commerce,Mobile,Domestic,UPI,0
908.52,18,42,105,Low,1,In-App,Mobile,Domestic,Card,0
136.05,9,18,119,Low,3,E-commerce,Desktop,Domestic,Card,1
1169.49,2,20,50,High,6,E-commerce,Mobile,Domestic,Card,0
3195.53,12,38,75,Low,5,POS,Mobile,Domestic,Card,0
989.87,8,45,108,Medium,3,E-commerce,Tablet,Domestic,Card,0
2482.65,16,20,8,Medium,2,E-commerce,Mobile,International,Card,1
2697.9,9,59,1,Low,3,E-commerce,Desktop,Domestic,Card,1
3308.17,11,49,72,Low,3,E-commerce,Mobile,Domestic,Wallet,1
5685.73,12,49,69,Low,1,POS,Desktop,Domestic,UPI,0
1416.57,23,66,1,Low,1,POS,Mobile,International,Card,0
455.1,9,47,67,Medium,4,In-App,Mobile,International,Card,0
960.21,18,67,27,High,2,POS,Mobile,Domestic,Card,1
1414.82,20,30,109,High,4,In-App,Mobile,Domestic,Card,0
3128.46,18,51,61,Low,3,E-commerce,Desktop,Domestic,UPI,0
33.02,16,65,48,Medium,2,E-commerce,Desktop,Domestic,Card,0
948.71,4,21,23,Medium,3,POS,Mobile,Domestic,UPI,1
3783.53,7,35,44,Medium,2,In-App,Desktop,Domestic,UPI,0
2778.16,4,49,103,Low,4,POS,Desktop,Domestic,UPI,0
3289.5,14,31,40,Low,3,In-App,Mobile,Domestic,Wallet,1
4175.77,3,49,11,High,4,POS,Desktop,Domestic,UPI,1
3822.36,12,23,109,Medium,1,E-commerce,Desktop,Domestic,UPI,0
2865.7,16,60,11,Medium,2,In-App,Mobile,Domestic,Wallet,0
1448.04,4,34,100,Low,3,In-App,Mobile,Domestic,UPI,1
10275.93,0,25,102,Low,3,E-commerce,Mobile,International,UPI,1
2104.54,21,52,31,Medium,4,E-commerce,Mobile,Domestic,Wallet,0
566.53,14,41,60,Low,4,POS,Mobile,Domestic,Card,1
866.15,9,20,55,Low,2,E-commerce,Mobile,Domestic,UPI,0
2956.85,10,34,24,Low,5,In-App,Mobile,Domestic,UPI,0
6467.0,17,53,62,Low,2,POS,Mobile,Domestic,Card,0
492.23,12,68,19,Low,3,E-commerce,Mobile,Domestic,Card,1
214.84,19,57,117,Low,3,E-commerce,Mobile,Domestic,Card,1
5332.76,23,34,96,Low,5,POS,Mobile,Domestic,Card,0
6170.95,15,47,40,Low,4,POS,Desktop,Domestic,Wallet,0
808.72,18,42,102,High,4,POS,Mobile,International,UPI,1
1184.17,22,39,17,Medium,7,POS,Mobile,Domestic,Card,1
2698.41,11,54,50,Low,5,POS,Mobile,Domestic,UPI,1
1000.93,22,28,99,Low,2,POS,Desktop,Domestic,UPI,0
5242.16,13,29,12,Medium,3,E-commerce,Mobile,Domestic,UPI,1
284.54,1,38,15,Low,3,POS,Desktop,Domestic,UPI,0
96.81,9,32,39,Low,4,E-commerce,Desktop,International,Wallet,1
584.52,3,29,13,Medium,4,POS,Mobile,Domestic,Wallet,1
842.49,0,39,94,Low,1,E-commerce,Mobile,Domestic,Card,1
299.57,23,56,106,Medium,5,E-commerce,Mobile,Domestic,Card,0
169.87,16,52,19,Low,1,E-commerce,Mobile,Domestic,Wallet,1
3522.45,10,59,73,Low,4,E-commerce,Desktop,Domestic,UPI,1
448.64,6,33,57,Low,3,In-App,Desktop,International,Card,0
6131.26,16,50,92,High,1,POS,Mobile,International,UPI,1
1147.16,16,60,108,Low,0,E-commerce,Mobile,Domestic,Card,0
2776.25,8,66,60,Medium,4,E-commerce,Mobile,Domestic,UPI,0
638.53,9,31,107,High,2,E-commerce,Desktop,International,UPI,1
687.15,5,35,56,Low,3,E-commerce,Desktop,Domestic,Card,0
2137.46,16,61,25,Medium,9,E-commerce,Desktop,Domestic,Card,1
2056.11,15,33,104,Medium,5,POS,Desktop,Domestic,Card,0
3660.42,6,57,105,Low,0,E-commerce,Desktop,Domestic,Card,0
3545.12,18,20,4,Low,3,POS,Desktop,International,UPI,0
2776.87,3,60,52,Low,3,POS,Mobile,Domestic,Wallet,0
1490.64,19,43,101,Low,3,E-commerce,Mobile,Domestic,Wallet,1
5532.78,23,32,7,Medium,2,POS,Mobile,International,Card,0
2435.98,16,53,105,Medium,2,In-App,Desktop,Domestic,UPI,1
11563.05,23,44,68,Low,4,In-App,Mobile,International,Wallet,1
4278.26,8,65,87,High,7,E-commerce,Mobile,International,Card,1
113.3,10,34,108,High,5,In-App,Mobile,International,Card,1
966.34,22,31,108,Low,2,E-commerce,Desktop,Domestic,Wallet,0
2120.85,0,19,70,High,4,E-commerce,Mobile,International,Card,1
3195.57,6,44,45,Low,1,E-commerce,Desktop,Domestic,Card,0
1998.14,21,64,9,Low,4,E-commerce,Mobile,Domestic,Card,0
3855.97,4,41,9,Medium,5,E-commerce,Mobile,Domestic,Card,0
830.5,4,57,85,Low,1,E-commerce,Tablet,International,UPI,0
508.08,0,62,3,Low,2,POS,Mobile,Domestic,Wallet,0
138.56,5,52,77,Low,1,E-commerce,Mobile,Domestic,Card,0
2129.27,12,21,63,Medium,4,In-App,Mobile,International,Card,0
2916.69,14,43,102,Low,7,In-App,Desktop,International,UPI,1
986.87,3,53,82,Low,1,E-commerce,Mobile,Domestic,Card,0
2377.1,16,21,119,Medium,6,In-App,Mobile,Domestic,Card,0
133.92,23,51,110,Medium,5,In-App,Mobile,Domestic,Card,0
261.44,23,30,95,Low,7,POS,Mobile,Domestic,UPI,1
3024.6,12,57,93,Low,2,E-commerce,Mobile,International,UPI,0
1147.44,10,58,119,Low,7,POS,Desktop,Domestic,Wallet,1
2781.78,3,18,2,Low,3,E-commerce,Desktop,Domestic,Card,0
4455.33,6,18,31,High,6,E-commerce,Desktop,Domestic,Card,1
4786.89,18,26,38,Low,3,POS,Mobile,International,Card,1
472.36,23,28,116,Low,4,In-App,Mobile,Domestic,Card,1
1665.22,6,33,7,Medium,2,E-commerce,Mobile,Domestic,Card,0
3309.96,13,46,104,Medium,2,E-commerce,Mobile,Domestic,Card,1
3717.84,20,53,10,Medium,4,E-commerce,Mobile,Domestic,UPI,1
3839.03,15,32,77,Medium,4,POS,Tablet,Domestic,UPI,0
647.47,20,56,59,High,1,In-App,Desktop,Domestic,Wallet,1
534.64,8,19,1,Low,5,E-commerce,Mobile,International,Wallet,1
2229.07,21,27,37,Low,4,E-commerce,Desktop,Domestic,UPI,0
3378.15,21,66,25,High,9,POS,Mobile,Domestic,Wallet,1
960.99,1,28,94,Low,1,In-App,Tablet,Domestic,Wallet,0
276.51,15,47,66,High,7,E-commerce,Desktop,Domestic,Card,0
3153.53,4,40,100,Low,0,In-App,Mobile,International,Wallet,0
890.61,11,39,88,Low,3,POS,Mobile,Domestic,UPI,0
454.89,19,68,76,High,4,POS,Mobile,Domestic,Wallet,0
399.61,14,59,5,Low,4,E-commerce,Mobile,Domestic,UPI,0
945.51,2,53,56,High,1,E-commerce,Mobile,International,Card,1
2245.38,8,46,79,Low,4,E-commerce,Mobile,Domestic,Wallet,0
1109.48,6,62,42,Low,4,In-App,Desktop,Domestic,Card,0
52.2,3,49,64,Low,1,POS,Desktop,Domestic,Wallet,1
254.83,8,50,49,Low,1,In-App,Mobile,Domestic,Card,0
858.0,14,56,46,Low,2,E-commerce,Mobile,Domestic,Card,1
2694.85,22,26,71,Low,2,In-App,Mobile,Domestic,Card,0
259.28,20,18,118,Low,4,POS,Desktop,Domestic,Card,0
2056.19,6,35,2,Low,6,In-App,Mobile,Domestic,Card,1
319.26,10,67,119,High,4,E-commerce,Mobile,Domestic,UPI,0
594.42,18,65,67,High,1,In-App,Desktop,Domestic,Card,1
472.42,10,39,4,Medium,4,E-commerce,Desktop,Domestic,Wallet,0
173.99,0,65,62,Medium,1,E-commerce,Desktop,Domestic,UPI,0
2781.75,20,54,112,Low,2,E-commerce,Mobile,Domestic,Wallet,1
1556.27,12,31,80,Medium,2,E-commerce,Desktop,Domestic,UPI,0
4445.43,12,39,27,Low,2,E-commerce,Mobile,Domestic,Card,0
260.32,1,50,86,Low,4,POS,Mobile,Domestic,Wallet,0
390.85,16,23,67,Low,3,E-commerce,Desktop,Domestic,Card,0
914.86,18,44,113,Medium,2,In-App,Desktop,Domestic,Card,0
3629.65,22,23,17,Medium,3,E-commerce,Desktop,Domestic,Wallet,1
912.34,14,61,86,Low,8,E-commerce,Mobile,Domestic,Card,0
1312.39,18,67,52,Low,6,E-commerce,Mobile,Domestic,UPI,0
897.42,9,58,71,Low,4,E-commerce,Desktop,Domestic,Card,0
209.06,9,33,57,High,3,In-App,Desktop,Domestic,Wallet,0
7010.04,8,64,30,Low,5,In-App,Tablet,Domestic,Card,1
1988.17,18,19,72,Low,4,POS,Mobile,Domestic,UPI,0
3875.96,10,54,83,Low,7,E-commerce,Desktop,Domestic,UPI,0
2684.97,5,46,71,Low,4,POS,Desktop,International,Card,0
1805.17,1,40,65,Low,2,E-commerce,Mobile,Domestic,Card,1
234.89,23,38,16,Low,0,E-commerce,Mobile,Domestic,Wallet,0
2573.18,9,30,114,Low,3,POS,Mobile,Domestic,Card,0
422.14,14,68,104,Low,3,POS,Mobile,Domestic,UPI,0
1337.72,4,18,95,Low,4,E-commerce,Desktop,Domestic,Wallet,1
2479.65,17,46,103,Low,2,E-commerce,Mobile,Domestic,UPI,0
3810.78,6,65,27,Low,3,In-App,Mobile,International,Wallet,0
2888.32,2,24,74,Low,6,E-commerce,Desktop,Domestic,Wallet,0
2783.3,20,48,98,High,2,In-App,Mobile,Domestic,UPI,0
403.48,15,62,47,Medium,4,E-commerce,Tablet,Domestic,UPI,0
1062.11,16,39,14,Low,4,POS,Mobile,Domestic,UPI,0
109.65,1,33,2,Low,5,POS,Mobile,Domestic,Card,0
3177.75,15,45,39,Low,6,E-commerce,Mobile,Domestic,Card,0
7622.09,20,61,55,High,4,POS,Mobile,Domestic,Card,1
766.69,19,56,86,High,3,POS,Desktop,International,Card,1
229.46,0,42,26,Low,4,In-App,Mobile,Domestic,Card,0
1613.61,13,31,44,Medium,1,E-commerce,Mobile,Domestic,Wallet,0
4857.01,15,67,69,Low,4,E-commerce,Mobile,Domestic,UPI,0
2007.26,22,38,38,Medium,4,E-commerce,Desktop,Domestic,UPI,0
119.77,8,36,80,Low,1,POS,Mobile,Domestic,UPI,0
9150.46,16,30,12,Low,6,E-commerce,Mobile,Domestic,Card,1
4410.12,7,19,105,Low,5,POS,Mobile,Domestic,Card,0
352.74,8,68,116,Low,3,E-commerce,Mobile,Domestic,Card,0
6371.14,1,53,108,Low,4,E-commerce,Mobile,International,UPI,1
1497.72,12,31,106,Low,2,E-commerce,Mobile,Domestic,Card,0
1162.63,0,51,17,Low,5,E-commerce,Mobile,Domestic,Wallet,1
1545.35,21,35,25,Low,1,In-App,Tablet,Domestic,Card,0
4498.05,6,41,64,Low,4,POS,Mobile,Domestic,Card,0
2693.2,17,47,88,High,0,In-App,Desktop,Domestic,Card,0
152.69,20,68,11,Low,3,In-App,Desktop,Domestic,Wallet,0
7901.78,4,36,18,High,3,E-commerce,Mobile,Domestic,UPI,1
399.79,6,53,36,Low,4,POS,Desktop,Domestic,Card,0
3421.8,11,38,3,Low,4,E-commerce,Mobile,Domestic,UPI,0
2527.44,16,36,83,Low,0,POS,Mobile,Domestic,UPI,1
519.18,23,43,70,Low,5,POS,Mobile,Domestic,UPI,0
468.03,4,52,87,Medium,1,In-App,Mobile,Domestic,Card,0
5106.86,11,57,104,Low,2,E-commerce,Mobile,Domestic,UPI,0
1360.5,18,21,71,Low,4,E-commerce,Mobile,Domestic,Card,0
2657.46,12,38,111,Low,2,POS,Desktop,International,Wallet,1
1753.31,15,20,108,High,5,E-commerce,Desktop,Domestic,UPI,0
3248.95,18,22,111,Medium,3,E-commerce,Desktop,Domestic,UPI,0
1631.18,22,60,9,Medium,5,In-App,Mobile,Domestic,Card,1
847.02,9,46,66,Low,6,In-App,Mobile,Domestic,UPI,1
1128.97,11,36,116,Medium,4,POS,Mobile,Domestic,UPI,0
4898.87,6,68,47,Medium,2,POS,Mobile,Domestic,Wallet,0
1577.94,13,34,50,Low,1,E-commerce,Mobile,International,Card,1
600.25,9,51,64,Low,0,In-App,Desktop,Domestic,UPI,0
6818.29,7,37,109,Medium,7,E-commerce,Mobile,Domestic,Card,1
3981.46,14,45,112,Medium,5,E-commerce,Mobile,Domestic,Wallet,0
143.19,15,26,47,Low,6,E-commerce,Desktop,Domestic,UPI,0
17130.71,7,20,75,Low,2,POS,Mobile,Domestic,Card,1
2968.01,3,27,67,Low,3,POS,Mobile,Domestic,Card,0
436.68,16,38,42,Medium,6,E-commerce,Mobile,Domestic,UPI,1
676.79,3,58,49,Medium,3,E-commerce,Mobile,Domestic,Card,1
2947.76,21,69,30,Low,2,In-App,Desktop,Domestic,Card,0
3782.61,10,21,8,Medium,0,POS,Mobile,Domestic,Card,0
682.92,12,39,37,Medium,3,POS,Mobile,Domestic,UPI,0
742.54,5,24,85,Low,1,E-commerce,Mobile,Domestic,Card,0
917.25,21,29,8,Low,1,POS,Desktop,International,Card,0
2278.37,13,28,111,Low,3,E-commerce,Mobile,Domestic,Wallet,0
471.3,6,39,63,Low,4,POS,Mobile,International,Wallet,0
275.22,11,46,11,High,3,In-App,Mobile,Domestic,Card,1
2839.73,0,44,105,Low,4,E-commerce,Mobile,International,UPI,0
3775.09,9,64,58,High,2,E-commerce,Mobile,Domestic,Card,0
1737.52,0,37,34,Low,4,E-commerce,Desktop,Domestic,Card,0
1130.73,15,31,39,Low,5,E-commerce,Tablet,Domestic,Card,1
1414.27,6,24,16,Low,1,In-App,Desktop,Domestic,Wallet,1
1229.22,19,32,71,Low,4,POS,Mobile,Domestic,Wallet,0
8046.25,5,63,4,Low,1,In-App,Mobile,Domestic,UPI,0
3653.51,21,45,96,Low,3,E-commerce,Mobile,Domestic,Card,0
583.26,17,60,101,Low,4,E-commerce,Mobile,Domestic,Card,0
1212.04,19,27,46,Low,1,In-App,Mobile,Domestic,Card,0
1963.22,3,68,22,High,1,POS,Mobile,Domestic,Card,1
2373.24,22,20,71,Low,5,POS,Desktop,Domestic,Wallet,0
1578.64,15,29,13,High,7,In-App,Mobile,Domestic,UPI,1
4153.49,0,30,82,Low,3,In-App,Mobile,Domestic,Card,0
3648.3,20,56,42,Low,4,E-commerce,Mobile,Domestic,UPI,1
1758.79,19,61,34,Medium,2,E-commerce,Mobile,Domestic,Card,0
4817.73,1,51,13,Low,1,E-commerce,Mobile,Domestic,UPI,0
3476.66,15,18,98,High,2,In-App,Desktop,Domestic,Card,0
3769.26,20,55,29,Low,3,E-commerce,Mobile,Domestic,Wallet,0
7831.79,8,42,47,Low,2,E-commerce,Mobile,International,Card,0
774.71,14,36,69,High,4,E-commerce,Desktop,Domestic,Wallet,1
778.74,23,42,118,Medium,1,POS,Mobile,Domestic,UPI,1
5494.49,15,23,95,Medium,2,POS,Mobile,Domestic,Card,0
3698.51,8,62,11,Low,1,In-App,Mobile,Domestic,UPI,0
6527.72,6,21,63,Low,5,E-commerce,Mobile,Domestic,Card,0
163.03,9,43,102,Low,1,E-commerce,Mobile,Domestic,Wallet,0
2470.52,6,43,51,High,4,E-commerce,Mobile,Domestic,Card,1
390.55,12,43,60,High,1,E-commerce,Mobile,Domestic,UPI,1
1752.43,1,31,47,Low,5,E-commerce,Desktop,Domestic,Card,1
423.26,11,49,4,Low,1,POS,Mobile,Domestic,Card,0
342.64,12,65,7,Low,4,POS,Mobile,International,Card,0
30.61,2,45,87,Medium,2,E-commerce,Mobile,International,UPI,0
2487.24,10,19,31,Medium,5,In-App,Mobile,Domestic,Wallet,0
1111.9,7,58,118,Low,2,POS,Mobile,Domestic,Card,1
277.85,10,62,81,Low,1,E-commerce,Mobile,Domestic,Wallet,0
974.61,17,38,74,Low,1,E-commerce,Mobile,International,Card,0
462.65,6,63,86,Low,2,E-commerce,Mobile,Domestic,Card,0
7105.16,11,31,30,Low,7,E-commerce,Mobile,Domestic,Card,1
964.17,5,54,29,Low,3,E-commerce,Mobile,Domestic,Card,0
1015.99,9,19,81,Low,1,POS,Mobile,Domestic,UPI,1
4579.24,19,22,43,Medium,2,POS,Desktop,International,Wallet,1
2608.58,14,55,85,Low,8,E-commerce,Mobile,Domestic,UPI,1
3096.17,19,19,22,High,3,POS,Mobile,Domestic,Card,0
2526.52,14,18,48,Low,3,E-commerce,Desktop,Domestic,Card,0
7306.03,18,65,103,Low,2,E-commerce,Mobile,Domestic,Wallet,1
579.83,5,39,104,Low,4,POS,Mobile,Domestic,Wallet,0
11283.58,18,58,48,Low,0,POS,Mobile,Domestic,Card,0
4443.99,14,42,112,Low,6,In-App,Mobile,Domestic,Card,0
2222.74,19,63,57,High,2,E-commerce,Tablet,Domestic,Card,0
2714.52,19,47,22,High,2,POS,Desktop,Domestic,UPI,0
2616.18,17,26,27,Low,1,E-commerce,Desktop,Domestic,Card,0
150.43,1,54,87,Low,3,E-commerce,Mobile,Domestic,UPI,1
614.8,6,64,63,Medium,3,POS,Mobile,Domestic,Card,1
8140.85,4,27,4,Low,4,E-commerce,Mobile,International,Card,1
1910.88,2,32,90,Low,4,In-App,Desktop,Domestic,Card,0
1188.46,5,66,103,Low,1,POS,Mobile,International,Card,0
3589.12,5,20,81,Low,1,In-App,Desktop,Domestic,Card,1
1858.57,0,25,3,Low,3,POS,Mobile,Domestic,Wallet,0
33.13,18,42,81,Low,1,In-App,Mobile,Domestic,Wallet,0
3331.77,11,53,107,Low,6,E-commerce,Mobile,Domestic,Card,0
3293.95,4,60,40,Low,5,In-App,Desktop,Domestic,Card,0
451.25,6,68,83,Low,6,POS,Desktop,Domestic,Card,0
7846.7,19,63,103,Low,1,E-commerce,Mobile,Domestic,Card,0
633.71,7,67,82,High,3,E-commerce,Mobile,Domestic,Wallet,0
1530.07,18,38,28,Medium,2,In-App,Mobile,Domestic,Card,0
304.67,5,51,117,High,4,POS,Desktop,International,UPI,1
2311.33,14,44,15,Low,1,E-commerce,Desktop,Domestic,Card,0
1176.81,5,26,51,Medium,4,POS,Tablet,Domestic,UPI,0
1089.19,8,27,26,Medium,2,E-commerce,Mobile,Domestic,UPI,0
4385.83,3,44,35,Medium,2,E-commerce,Mobile,Domestic,Card,1
24.02,15,42,80,Medium,4,POS,Mobile,Domestic,Card,0
3998.06,22,30,15,Low,4,In-App,Desktop,Domestic,Card,0
2118.36,9,68,5,Low,4,POS,Mobile,Domestic,Card,1
10689.4,0,21,46,Low,4,E-commerce,Mobile,International,Card,1
2225.6,10,33,24,Medium,1,E-commerce,Tablet,Domestic,Wallet,0
142.43,16,29,2,Low,1,POS,Desktop,Domestic,Wallet,0
129.93,17,42,59,Medium,2,E-commerce,Mobile,Domestic,Card,0
5367.22,19,65,36,High,3,POS,Mobile,Domestic,Wallet,1
4600.5,21,66,116,Low,2,POS,Mobile,Domestic,Card,1
1061.2,19,33,45,Medium,5,POS,Desktop,Domestic,Wallet,0
2406.05,14,56,112,High,2,E-commerce,Mobile,Domestic,UPI,0
1681.36,5,19,95,High,1,POS,Mobile,Domestic,Card,1
8540.58,15,26,94,Medium,0,POS,Mobile,Domestic,Card,1
7487.38,1,61,76,Low,1,In-App,Desktop,Domestic,UPI,0
10312.89,2,30,37,Low,1,POS,Mobile,International,Card,1
5033.18,22,31,118,Low,5,E-commerce,Desktop,Domestic,UPI,0
6007.44,16,29,57,High,6,POS,Mobile,Domestic,Wallet,1
612.45,7,52,85,Medium,3,E-commerce,Desktop,Domestic,Wallet,0
4444.74,19,39,12,Low,3,POS,Mobile,Domestic,Card,0
3084.85,14,38,104,High,2,E-commerce,Mobile,Domestic,Wallet,0
8227.71,12,65,101,Low,4,E-commerce,Mobile,Domestic,Card,0
2117.27,20,67,35,Medium,2,E-commerce,Mobile,Domestic,Card,0
222.53,22,20,22,Medium,2,E-commerce,Mobile,International,Wallet,0
2274.52,18,39,109,Low,2,POS,Mobile,Domestic,Card,0
2900.54,23,26,100,Low,3,E-commerce,Mobile,Domestic,Card,0
622.18,0,64,117,Low,2,E-commerce,Mobile,Domestic,UPI,1
1252.66,11,57,72,Medium,3,In-App,Mobile,International,Wallet,0
2281.39,17,59,91,Low,5,POS,Mobile,Domestic,Card,0
1171.43,17,20,27,Low,2,In-App,Mobile,Domestic,Card,0
1174.8,2,48,100,High,3,E-commerce,Tablet,Domestic,Card,0
357.04,17,54,7,Low,6,In-App,Mobile,Domestic,Card,0
7064.84,16,23,3,Medium,5,E-commerce,Mobile,Domestic,Card,0
3470.68,10,31,4,Low,5,E-commerce,Mobile,Domestic,Card,0
3.11,4,36,88,Low,4,POS,Desktop,Domestic,Card,0
3626.96,21,35,8,High,2,E-commerce,Mobile,Domestic,Card,0
3365.71,6,24,45,Low,2,E-commerce,Mobile,Domestic,Wallet,0
24.45,22,53,77,Low,5,POS,Desktop,Domestic,Wallet,0
1153.52,17,46,73,Low,5,E-commerce,Desktop,Domestic,Card,1
2333.26,6,20,20,Low,0,E-commerce,Desktop,Domestic,UPI,0
1507.13,17,30,84,High,4,E-commerce,Mobile,Domestic,Card,0
3762.54,1,53,5,Low,1,E-commerce,Mobile,International,Card,1
1385.46,5,58,46,Low,0,E-commerce,Mobile,International,Card,0
417.68,21,42,69,High,4,E-commerce,Mobile,Domestic,Wallet,1
9367.93,7,45,35,Low,3,In-App,Mobile,Domestic,Card,1
692.81,20,55,65,High,2,POS,Mobile,Domestic,UPI,1
3161.89,20,28,106,Medium,3,POS,Mobile,Domestic,Card,1
386.25,16,58,15,Low,3,E-commerce,Mobile,Domestic,Card,0
997.51,3,26,17,Low,2,E-commerce,Tablet,Domestic,UPI,1
1458.61,16,39,76,Medium,2,POS,Desktop,Domestic,Card,0
533.7,15,38,46,Low,1,E-commerce,Mobile,Domestic,Wallet,0
1494.41,20,36,100,Low,1,POS,Desktop,International,Card,1
427.45,14,50,61,High,2,POS,Mobile,Domestic,Card,1
2046.81,14,21,43,Medium,3,POS,Mobile,Domestic,Wallet,0
2724.48,7,50,79,High,3,E-commerce,Mobile,Domestic,UPI,1
161.17,16,62,78,Low,3,E-commerce,Mobile,Domestic,Card,1
5122.42,18,33,91,Low,4,E-commerce,Desktop,Domestic,Card,0
511.85,0,61,114,High,3,POS,Mobile,Domestic,Card,1
638.4,12,18,22,Medium,2,E-commerce,Desktop,International,UPI,0
2706.97,5,32,9,Medium,2,E-commerce,Mobile,Domestic,UPI,1
1581.31,9,39,47,Low,3,E-commerce,Desktop,Domestic,Card,0
1729.85,0,49,85,Low,2,E-commerce,Mobile,Domestic,Card,1
342.86,11,54,3,Low,1,POS,Mobile,International,UPI,0
4096.34,18,40,52,Medium,2,E-commerce,Tablet,Domestic,UPI,1
2399.65,14,50,31,Medium,6,POS,Mobile,Domestic,UPI,0
363.67,20,66,13,High,0,E-commerce,Desktop,Domestic,UPI,1
1171.01,4,57,2,Low,1,E-commerce,Mobile,Domestic,Card,0
4157.23,1,39,111,Low,0,E-commerce,Mobile,Domestic,UPI,0
2100.38,18,57,78,Medium,5,E-commerce,Mobile,Domestic,UPI,0
287.54,13,64,7,Medium,4,E-commerce,Tablet,Domestic,Card,0
1166.13,8,29,29,Low,4,POS,Mobile,Domestic,Wallet,1
694.97,0,65,4,Low,5,E-commerce,Mobile,Domestic,Card,0
1821.76,12,35,4,Low,2,POS,Mobile,Domestic,Wallet,0
4634.53,16,49,88,Low,4,POS,Mobile,International,Card,0
1432.94,1,20,106,Medium,3,In-App,Desktop,Domestic,Wallet,0
1420.0,23,53,21,Medium,2,In-App,Desktop,Domestic,Card,0
5893.95,21,64,115,High,2,E-commerce,Mobile,Domestic,Card,0
2146.15,13,63,45,Low,3,In-App,Desktop,Domestic,UPI,0
2087.88,19,18,28,Medium,4,In-App,Mobile,Domestic,UPI,1
759.22,22,42,102,High,1,POS,Desktop,International,Card,1
2339.47,5,37,8,High,2,POS,Desktop,Domestic,Card,0
2144.53,5,34,42,Low,3,E-commerce,Mobile,International,Card,0
1263.98,17,66,17,Low,4,E-commerce,Desktop,Domestic,UPI,0
11693.16,18,39,9,High,2,E-commerce,Mobile,Domestic,Wallet,1
5340.37,8,67,110,Low,3,E-commerce,Mobile,International,Card,0
3461.6,14,50,61,Medium,2,In-App,Mobile,Domestic,UPI,1
1926.94,6,43,84,High,3,E-commerce,Mobile,Domestic,Card,1
1550.02,5,44,69,Low,2,POS,Desktop,Domestic,UPI,0
511.1,4,51,99,Low,4,In-App,Mobile,International,Wallet,0
912.26,18,40,41,Low,0,E-commerce,Mobile,International,Card,1
3717.62,19,33,29,High,2,POS,Mobile,Domestic,Card,0
1511.69,0,31,76,Medium,2,E-commerce,Mobile,Domestic,Wallet,1
5348.39,20,69,54,Low,1,POS,Mobile,Domestic,Wallet,0
400.16,6,69,32,Low,4,E-commerce,Desktop,Domestic,UPI,1
1774.96,17,67,95,Low,3,E-commerce,Mobile,International,Card,1
2602.98,7,58,95,Low,2,POS,Mobile,Domestic,Card,0
1818.56,11,31,65,Low,1,E-commerce,Mobile,Domestic,UPI,0
5500.68,9,62,43,Low,3,E-commerce,Mobile,International,Card,0
